review_num,title,stars,text
307,I don't know why I bought this on blu ray ...,5,I don't know why I bought this on blu ray..the movie is barely DVD quality..but there's something about Rico throwing that football in stunning in HD that makes me get all hot and bothered.
308,Five Stars,5,Great film!
309,Five Stars,5,Brilliant
310,Five Stars,5,Cult classic!
311,Five Stars,5,funny
312,One Star,1,Yuck!
313,Classic stupid funny!,5,Best movie! Had to own for my collection.
314,Five Stars,5,One of the funniest movies ever. I can watch it over and over.
315,Four Stars,4,I really liked it
316,Five Stars,5,I give it the most stars ever
317,Napoleon Dynamite,5,One of my favorite movies EVER.  I have let my young five year old grandson watch it and he loved it too.
318,Four Stars,4,Hilarious
319,Great movie to remember awkward times,5,Funniest movie ever made.  I saw it years ago and re-watched it with my 10 year old daughter.  She did not quite get the humor but I laughed loudly and often.
320,Fun,5,"Neat movie, can be watched over and over."
321,Five Stars,5,One of my favorite top 10!!!
322,Five Stars,5,We love it!
323,You are gonna love it or hate it,4,"There is a love/hate relationship with this movie at my house.  I am not a big fan, however everyone else loves it.  I had to take one star off because I walk away when someone puts this movie on.  That being said, I do appreciate that the movie was originally written and performed by students and then picked up by a major studio and redone, with some if not all of the same actors.  I do like Jon Heder, though some of his films are really stupid.  If you are into mind numbing comedy, this is one for you.  I know it is now a cult classic, so you should probably watch it whether you want to or not."
324,If you haven't seen this what are YOU waiting for !!! Hilarious!!,5,If you haven't seen this what are YOU waiting for !!! Hilarious!!
325,Life changing experience,5,"Napoleon Dynamite has literally changed my life. Because of this movie, I survived high school and learned some sick dance movies. Napoleon taught me the importance of self defense, and that nun chucks are a must. This movie will truly turn your whole life around."
326,funny movie,5,funny movie
327,A quirky and original comedy.,4,"Though this starts out slowly, stick with it all the way through, as it's well worth finishing. This is the kind of comedy that grows on you, getting funnier with repeated viewings. A family favorite!"
328,"Great funny, silly, deep movie if you pay attention to the details.",5,The first time I watched this movie I did not totally get it. I have watched it many times since and it just gets funnier as you pickup little details.
329,The movie is very funny. It is very relatable for those who were ...,5,The movie is very funny.  It is very relatable for those who were raised or lived in small towns.
330,Five Stars,5,Did Napoleon Dynamite meet my expectations? Heck Yes it did!
331,Better than you may remember,5,It's a lot better now that there's not a bunch of people quoting and referencing the movie.
332,Two Stars,2,What the heck?
333,Five Stars,5,This movie gets funnier every time I see it.
334,Five Stars,5,This movie is a classic.
335,A work of art.,5,Best movie of all time
336,They really liked it!,4,I rented it for my girls to watch. They really liked it!
337,Best. Movie. Everrrrr,5,Best movie ever. Must like goofy movies. Gets better every time you watch too.
338,A must see classic,5,Great movie
339,when you need to be brilliantly bored,2,no brain humor but a must see for some good one liners.
340,Heck yes!,5,"Napolean's sweet dance moves, duh!  Vote for Pedro!"
341,Five Stars,5,Cult classic!
342,Five Stars,5,Super funny!!!!
343,Five Stars,5,Excellent buy!
344,Amazing classic,5,"This movie is hilarious I remember watching it when I was younger and watching it now just brings back so many good memories,  a must watch! And vote for Pedro!"
345,If you have nothing to do,3,A stupid kinda comedy that keeps you interested but not....
346,Five Stars,5,Great movie! We love it
347,Five Stars,5,Funny
348,Five Stars,5,Classic
349,Five Stars,5,Funny...never disappoints.
350,Two Stars,2,It is one of the stupider movies ever made.
351,Five Stars,5,As awesome as I remember.
352,Cult classic,5,Such a classic! So many quotable lines!
353,Five Stars,5,"What a great movie ""gosh"".  Really whacky."
354,A very funny movie the whole family can watch,5,Still funny no matter how many times my family watches it.
355,One of the best all time comedies,5,Classic. One of the best all time comedies.
356,Great movie.  Fast shipping.,5,Buy this now!  One of my family's favorite movie.  The bluray is a huge plus.
357,Best movie ever... GOSH!,5,"Just shows your age when you find this movie hilarious and remember the 80's and early 90's. I found that most people that aren't amused by this movie were born after 95' so I guess kids can't really understand it. Puffy dresses, big hair, trapper keepers, and caboodles. It reflects a time most of us want to forget but can't quite help laughing at. We all knew someone that one of the characters reminds us of. Whether it be Napoleon, Kip, Deb, or Uncle Rico... it's a classic. If only we could go back in time..."
358,Five Stars,5,Yes!!!!
359,"Brilliant, funny",5,"Brilliant, funny, perfectly acted, scripted and shot for next to nothing.  Heck yessss!  The BUMMER of the whole thing is that, as a guy who pays$$$$ for Amazon Prime, -- they charged me $3.99 to watch the damn thing."
360,Four Stars,4,Still funny years later!
361,One of my favorite movies! I love how weird they all are,5,"One of my favorite movies!  I love how weird they all are, yet each is lovable."
362,Five Stars,5,Great satire of small town life and growing up there.
363,Five Stars,5,great great great... sophomoric and great.
364,Five Stars,5,Hilarious!
365,A fun goofy movie,5,"Just a fun , goofy, movie with some neat characters! I can watch it over and over again !"
366,One of the best movies ever made,5,"One of the best movies ever made.  Every line, prop, and costume seem as though they were designed by a genius.  This movie is perfect in every way.  Good clean family fun."
367,"Pretty funny,but silly",5,Pretty funny but silly too. I enjoyed it.
368,Four Stars,4,Love the juvenile humor for mindless tv time.
369,One of my favorites,5,"“Napoleon, don’t be jealous ’cause I’ve been chatting online with babes all day. Besides, we both know that I’m training to become a cage fighter.” With lines like this in a movie, how can you go wrong? If you like off the wall, odd, and often times very subtle comedy, you will love this movie. Jon Heder plays the role of a lifetime in this movie. I have watched this over and over and never tire of it. You results may vary."
370,Five Stars,5,I'll never get tired of this movie.
371,Five Stars,5,My hero
372,Five Stars,5,"""Tina, come get some food!"""
373,Like a fine wine,5,"Classicly awesome - time has not tarnished it at all, to mix my metaphor."
374,Five Stars,5,Awesome thanks!
375,Funny story,4,"Contrary to the title, there was no actual dynamite in the film. Funny story though"
376,Nunchuck skills,4,I'll watch it whenever i want to Gosh!
377,Great Value for the price,5,I am pleased with my purchase. Absolutely LOVE THIS MOVIE
378,Five Stars,5,Was a birthday gift & the recipient was ALL smiles.👍🏻
379,Five Stars,5,My grandson's favorite!!
380,Five Stars,5,Great!
381,Five Stars,5,Lucky!
382,Napoleon is a must see!,5,"I love Napoleon Dynamite! Those dance moves, snow boots and everybody loves Tina!"
383,Five Stars,5,"Great movie, everyone should have it."
384,Five Stars,5,Funny movie.
385,Boring,1,Overall boring movie for me and the movie is for  people who like awkward humor but for me there wasn't much punch line to the movie
386,Five Stars,5,Lovable Dork!
387,Too Funny,5,One funny show!
388,Lucky!,5,Funny movie!  Get's funnier with easy showing!
389,Four Stars,4,Some parts lagged on.
390,I really like this movie because it was an interesting satire,5,"I really like this movie because it was an interesting satire. It was very random and i like that. I lke napolean's personality, like, meeeeeeeeeee. Yes."
391,One of my all time favorite movies. Every time I watch it it gets ...,5,One of my all time favorite movies. Every time I watch it it gets funnier and funnier. Even my 16 year old niece loves this movie. Cult classic that everyone needs to watch at least once.
392,I love this movie,5,"I love this movie!!! I watched this movie with my husband last night. It's a fun no thinking required movie. We laughed through the whole thing.  If you are looking for a night of laughter and and fun, then this is the movie for you.  We will be watching this again. :) I recommend this movie for older teens and adults."
393,classic,5,Its a cult classic and my family loves it
394,Love it!,5,Always a hit at my house.  A great movie.
395,Five Stars,5,classic
396,Five Stars,5,Great movie
397,Five Stars,5,This movie deserves a 6 star rating
398,Five Stars,5,Vote for Pedro.
399,What?,2,"No plot, no likeable characters, everyone in the movie seems to have been intentionally made not just average, but far *below* average in all aspects. There are a few scenes that elicit a couple laughs, but for every one of those scenes there are a dozen that challenge you to care about anything going on in them. That this movie was ever any sort of a success makes me lose hope for humanity."
400,A cult classic,5,Great quirky comedy.  A cult classic
401,Boys love it. It was a gifts for my teens,5,Boys love it.  It was a gifts for my teens.
402,Four Stars,4,Hilarious comedy.
403,Four Stars,4,Great movie
404,"Excellent comedy, never get tired of watching it",5,"Excellent comedy , never get tired of watching it!!"
405,Five Stars,5,always have.
406,Maybe if we were high? Just couldn't get through ...,1,Maybe if we were high?  Just couldn't get through the whole thing.
407,Five Stars,5,Great
408,Five Stars,5,Watched it through and it worked fine. Good addition to my collection.
409,Boring,1,Boring. EVERYtime I watch this movie I forget that all the funny parts are in the trailer. And for the rest of the movie i sit there wondering why I've wasted my time again!
410,A classic,5,Always a safe choice
411,Surprisingly Fantastic Show!,5,"Wasn't sure if I'd enjoy this flick and was most pleasantly surprised, a description wouldn't do this movie justice, just watch it!"
412,Three Stars,3,Hilarious satirical example of high school life.
413,Freakin sweet!,4,Still funny after all these years. Instant classic. Kip is one of the most underrated characters in movie history.
414,Five Stars,5,Three thumbs up!
415,Four Stars,4,Such a silly movie !
416,Two Stars,2,I had watched this movie many years ago. It's still just okay.
417,Vote for Pedro,5,"It's s classic, something I never thought I'd say the first time I watched it with my nephew years ago. Now I've seen it five times or more and it gets funnier each time."
418,All time classic!,5,An all time classic movie that we watch annually! Very cult like humor.
419,Five Stars,5,Great Movie
420,Five Stars,5,one of the funniest movies I have seen. I've probably seen it 10 times
421,Five Stars,5,"Great old school movie, really original"
422,Five Stars,5,GREAT QUALITY PERFECT
423,Five Stars,5,Hilarious classic!
424,Exactly what I expected,5,Had a blast watching
425,Love this movie,5,"Love this movie! The weirdest, funniest movie of all time! The more I watch this, the funnier it seems to get!!! I always love showing this to friends who have never seen this before! Really great soundtrack too!!!"
426,Love this movie,5,Classic movie that made being a dork cool
427,One Star,1,I like offbeat things but this was just plain bad. Very disappointed. Didn't get past first half-hour.
428,Five Stars,5,classic
429,"Funny, goofy",5,"Quirky in so many respects, and yet a delightfully charming story where the hero, as human as anyone of us, does win.  The soundtrack adds a textural layer that really does enhance the development and portrayal of each character.  Funny, goofy, and you'll want to watch it more than once."
430,hahahha love this,5,hahahha love this movie
431,Five Stars,5,Loved!
432,Five Stars,5,Perfect
433,Five Stars,5,"Fave movie, fast shipping"
434,One of our all time favorite movies. We just love it,5,"One of our all time favorite movies. We just love it. Its a cult classic of course. It is one of those movies that either a person loves it or hates it, no in between happening here. The stuff that happens it just so stinking funny, who thinks like this? It is a good one for sure. I recommend it to anyone that has a great sense of humor; you cannot take this movie seriously or you will not like it."
435,cult classic,5,I love this movie and my wife has said that it took watching twice to love it.  Now our kids love it.
436,Whatever I want!,5,"What a fun, silly movie! One every young teen should see as a right of passage...along with The Princess Bride, Bill and Ted's Excellent Adventure and a few others."
437,Classic,5,"This movie is a classic. It is mostly about life in the midwest for awkward teen Napoleon and his best friend Pedro. The dialogue is hilarious as well as the characters, which are stuck in a semi retro world were things are barely going."
438,one of the best cult films ever,5,"hands down, one of the best cult films ever."
439,Five Stars,5,Awesome
440,Soooooo funny!,5,So funny regardless of how many times we have seen it!!!!
441,Five Stars,5,My favorite movie of all time!!!
442,Five Stars,5,Hilarious!
443,Five Stars,5,My husband and grandson just love this movie.  Once is enough for me.
444,Love it.,5,"Had to rent so my kids could watch it. I have to say that each time I watch it, I notice something that I hadn't noticed before.  Great movie."
445,Gosh!,5,Gosh!
446,Great movie,5,Best movie ever. So funny
447,Besides being the best movie ever... quality and price were just right!,5,Great quality at a great price.
448,funny parts are still funny after all these years,5,we quote this movie all the time.  funny parts are still funny after all these years.  uncle rico's scream in the van!  kip getting slapped by napoleon! good stuff.
449,Five Stars,5,I love this movie even though I am 51 years old. Pedro and Napolen Rock!
450,Four Stars,4,Movie has always been funny I just needed this in my collection
451,Five Stars,5,Bought it for a friend who was giving it to her daughter.
452,"Fun, cleaner than expected.",4,"Uhhh, I guess it will grow on me like Nacho Libre.  He is a dorky geeky guy you just can't stop imitating.  Fun movie, cleaner than I expected, which was nice!"
453,Four Stars,4,Classic
454,Funny for whole family,5,Hysterical - seen it 3 times. Clean for family. A little smarter than slapstick.
455,Three Stars,3,Eh.....
456,My 14 year old loved it. She is still quoting​ it over and ...,5,My 14  year old loved it. She is still quoting​ it over and over.
457,Five Stars,5,Love his sweet dance moves!!
458,Five Stars,5,good movie
459,Five Stars,5,Fun movie to watch!  Lots of great satire.
460,was advised that this was a classic movie. I ...,2,"was advised that this was a classic movie. I could not get through this and neither could anyone else in my family. For some, a classic, but not for us."
461,Five Stars,5,Best movie ever!
462,Five Stars,5,These people are insanely funny. I just love the humor
463,Five Stars,5,my husband loves this movie!
464,Only a definite X-Gen movie,1,"Must be the wrong generation for this movie.  Recommend by some friends, but truly lost in translation for me!"
465,Five Stars,5,Great!
466,Five Stars,5,Great deal
467,Five Stars,5,Love it!!
468,A great oddball but sweet teen movie,5,"A great oddball but sweet teen movie, which works on so many levels. Napoleon is the ultimate an anti hero's hero. The school dork turned hero. All the characters that surround him are unusual and extreme. Warning to those who expect non stop excitement, it's slow! However, if you persist, you will be rewarded. Plus best use of a Jamiroquai track since Godzilla!"
469,Classic,5,"Classic worth watching every couple of years. Plus it was filmed in Idaho, making it close to home as well."
470,Five Stars,5,TOTS!
471,Five Stars,5,love it
472,Better than I remembered.,5,Watched it again with my kids. It really is a cute movie.
473,Five Stars,5,Awesome
474,Five Stars,5,Love the movie
475,Five Stars,5,Loved it!
476,Classic!,5,😀
477,Five Stars,5,Awesome Movie....
478,Funny and light,5,Always a fun movie to watch. Cute love story but it is really a movie about food. Watch it and you will get what I mean.
479,Get it!,5,Absolutely hilarious. Very dry humor. Love it
480,Five Stars,5,Always fun to watch! GOSH!
481,Vote for Pedro! Great Movie.,5,Definitely a cult classic. A must see. Vote for Pedro!
482,Three Stars,3,This was a gift. No complaints as of this date.
483,Four Stars,4,Classic dry comedy based on the life of a socially awkward teen living in Idaho.
484,Five Stars,5,Gets better with time...
485,Five Stars,5,1 of my fave comedys . cant wait 2 get on bluray .
486,Great movie,5,"Best movie ever, love to watch it with my son"
487,BAD SERVICE,1,bad service ! doesnt even work ! the dvd was all scratched up !
488,Four Stars,4,Stupidly hilarious
489,Cult Classic,4,"Classic.  Catch something funny and new every time I watch it, which I've seen well over 40 times."
490,It was great for mom and dad to relive the funny moments ...,5,"Hilarious movie! I've watched it many times before but when my 12 year old asked about it the only place we could find it was amazon so we watched it that night. It was great for mom and dad to relive the funny moments of our first time watching it, and it was great because it made my son laugh the whole way through. He is now walking around our house repeating many lines from the movie such as the ""are you going to eat your Tater-Tots"" line! Thanks for making this movie available to us to watch again when no one else did!"
491,Two Stars,2,Pointelss movie.
492,Five Stars,5,Stupid Funny. Showed the kids for the first time. They loved it too.
493,a beautifully done movie,5,"a beautifully done movie, steeped in irony and cleverness, and with its muted emotional range of expression, kind of to our times what anti-heroes were to the 60's. In its delicious spoofing of ordinary American life, it leaves us with a sense of the joy we can still eke out of the bleak landscapes in which most Americans live, almost without realizing we are doing so. A minor masterpiece."
494,Five Stars,5,Very funny movie...Napolian - just eat the D#@% Ka sa dillas~!
495,Five Stars,5,Awesome!!
496,"Make a sequel that rises up the so called ""nerds.""",1,"Terrible movie that makes fun of ""nerds.""My family thinks I'm taking it too seriously, but I do not.Someone make a movie that raises up the disenfranchised who attend public and private schools. They need to be raised up more than any others. Let's get real people!"
497,Extremely lame! Maybe as a high school senior project,1,"low budget Bill Murray knock-off.  Extremely lame!  Maybe as a high school senior project, but not for national release.  Please!"
498,Five Stars,5,Awesome!
499,Five Stars,5,One of our family favorites.
500,I'll watch it anytime it's on,5,Always great.  The kid s loved it.  I could watch it again and again.
501,Five Stars,5,Love this movie.
502,Five Stars,5,What do you think gosh?
503,Great movie,5,The funniest movie I ever seen! I can watch this movie over and over and still laugh! One of my all time favorites!
504,Five Stars,5,LOVE
505,I loved the cheesy 80's feel good flavor of it,5,I loved the cheesy 80's feel good flavor of it! I'm sick in bed and it made my day a better one.
506,Four Stars,4,Warning: you'll find yourself quoting from this movie all the time.
507,"Fun movie, appropriate for the family",5,"Definitely campy!  Absolutely no plot (although some family members disagree with that opinion), but just fun and funny!  One nice thing is that it is totally clean... no offensive language, nudity, sexuality, or drug/alcohol references."
508,To funny!,5,"Cult classic, some get it, others don't."
509,Great lines,5,"A great movie that you can watch with your kids that will make you laugh out loud.  A bit quirky but that is what is great,"
510,CLASSIC!,5,"Classic.What do you say about this movie other than awesome, terrific, funny, excellent dry humor."
511,Hilarious all-round!!,5,"If you love campiness, a good script, and great actors, you will love this movie!"
512,Five Stars,5,I love it
513,boo hiss!,1,I forgot how dumb this movie is! A waste of time!
514,Four Stars,4,Ok
515,Five Stars,5,Funny
516,Five Stars,5,Classic comedy.
517,Love this movie,5,"Love this movie! The more I watch it, the more I pick out new things that I didn't notice before."
518,Five Stars,5,Brilliant film.
519,Some of the 80's jokes/references were fun to see,1,"This is $4 and 1.5 hours of my life I can't get back. Some of the 80's jokes/references were fun to see, but that was about it. I don't see why folks like this movie so much."
520,Quirky and funny,4,Quirky and enjoyability. The movie is a funny reminder of the mid 2000's. I watched it with my younger teenage boys and they loved it.
521,Five Stars,5,crazy cult classic.
522,Five Stars,5,Super quirky and funny!
523,Good funny movie you'll enjoy.,5,Funny movie with plenty of laughs.
524,Five Stars,5,Picks me up when Im feeling down. Classic!
525,Five Stars,5,THE BEST
526,A must have,5,Already is a classic.  Must have.
527,"Excellent, great addittion to our cult",5,"Excellent,  great addittion to our cult collection"
528,The kind of movie you either love or hate,5,"I'm pretty sure this is the kind of movie you either love or you hate. I think it's great, especially if you lived through the 90s. It's just quirky and ridiculous and rather heartwarming."
529,Five Stars,5,one of my favorite movies EVER.
530,Five Stars,5,Awesome movie! Get your own tots!
531,Silly fun,4,"Everyone knows this movie is supposed to be stupid fun, and that's just what it is."
532,great,5,Have a ten year old son that had never saw this movie laughed the whole movie
533,Classic!,5,How can you not like Napoleon Dynamite....It is a classic!
534,Five Stars,5,Sweet
535,Does nothing but improve with age.,4,"This movie is funnier every time I see it.  Therefore, I now own it.  It puts the quirk in quirky.  I'm not sure what I like more, the fact that it is 2000's Idaho stuck in 1984 or the random musical doodling on a casio electric piano that is the soundtrack (along with built in background rhythm line.)  It has one of the most surprising upbeat endings of any movie out there.  If you've never seen it, it is definitely worth watching and if you have, watching again."
536,Five Stars,5,Best movie ever.
537,wow.,1,"Let me start by openly admitting that I am an 80's throwback and proud of it. I understand that my era did not produce horribly intelligent, deeply touching movies. That being said, this movie puts the Du-h! in Dumb!!  My teenage daughter had seen it a sleepover, so we rented it so she could show me how silly it is for our girly night.  She actually got tickled at a few spots on her second run through it. I sat open mouthed, amazed at the sheer senselessness of the whole thing...waiting desperately for a plot or growth of a character. None came. Since we had it rented for the weekend, she showed it to her older brother the next night. She giggled again, and he snickered with a confused look on his face once in a while. Then we couldn't let my Hubby miss out on the sheer stupidity of it all, so we watched it with him on Sunday afternoon.  Our daughter and son both snickered here and there, mostly at the looks on their parents' faces.  My husband was, as was I, gobsmackered. We kept looking at each other as if to assure each other that it was indeed that painfully dumb.  The only real emotion I felt was a horribly heartbroken, sick to my stomach feeling for Napoleon and his friends for being so awkward and socially inept...I remember kids who struggled in school that way, and I always almost cried every time I saw them in a tough situation.  If anything it brought back bad memories of school....who needs that?  Anyway, all this to say it is a story about an awkward boy who uses bluster and dumb responses to deal with not fitting in.  It follows (if you can exaggerate and say there is a plot) him as he finds friends (just as goofy as he) and finds romance...sort of."
538,One Star,1,dumb as dumb can be
539,Five Stars,5,So funny!
540,It's a great movie you idiot,5,It has skills
541,Five Stars,5,Hilarious
542,Wish I wouldn't have seen it.,2,"I was really hoping to laugh more. I wanted to. I just couldn't. I knew it was going to be ""dumb"" humor from what I had been told. Sadly it was lacking in the humor potion.There is really no plot buildup. I'm not sure what the point was."
543,Five Stars,5,<3 me some Dynamite!
544,Four Stars,4,my Grandchildren like it
545,Tina you fat lard! Come get your dinner😂,5,Funniest movie i have seen
546,Five Stars,5,"Funny, eclectic, clean, loved it!"
547,Vote for Pedro!,5,Classic parody of life in some parts of Idaho! lol
548,Goofy comedy,4,"Quick story recap. Napoleon Dynamite is the biggest geek in the world and this movie just follows him, and his nerdy brother Kip, family and friends.  His friend Pedro runs for class president and Napoleon does his best to help.Acting wise, Jon Heder is perfect as Napoleon, He nails the type of guy everyone has known or met at least once in your life.Overall it's a goofy but funny movie. There are some lines that crack me up and Napoleon's dance is awesome.  It's a fun way to kill some time."
549,Silly Movie..  Vote for Pedro,5,Silly Movie.  Great Blu-ray transfer.
550,Three Stars,3,A classic.
551,Highly Entertaining,5,This is one of my all time favorite movies. My whole family loves it. The music is great. The actors make the characters come to life and are so believable. It touches all me emotions without making me feel any particular way too strongly.
552,One Star,1,Dumb movie! Can't believe I watched it.
553,Jon Heder was born for this.,5,Everybody knows this is the greatest movie ever.
554,Five Stars,5,Thank you!
555,Stupid is as stupid does,4,"This is a stupid movie, but watching it with my grandson. . . PRICELESS"
556,Nappy wins!,5,Painfully awkward but a classic!
557,One Star,1,very stupid movie. Can't believe I paid to watch this movie
558,A new classic.,5,Love it!  Especially his dance at the end. It is a true snapshot of teenage angst and the power of friends.
559,Five Stars,5,So funny!
560,Five Stars,5,Fun for the entire family.  We quote this movie daily!  Love it!
561,Five Stars,5,😂😂
562,"WE LOVE LIGER'S TOO, NAP D! :-)",5,"""Gosh."" My little tots, i.e. my adorable nephews and me call this *our movie* now and we quote it all the time to each other. And to share something fun like that together is ""Friggin' Sweet!"" :) :)"
563,Five Stars,5,Love Love Love!!!!
564,One Star,1,Lame
565,Great Movie,5,Very funny. You'll like this
566,Five Stars,5,always a great movie!
567,Five Stars,5,Love it!
568,John Heder is totally entertaining!,5,Funny movie you can watch over and over again.
569,Napoleon Dynamite - Must See,4,"This movie was all the hype when it came out, and it still stands up with some extremely funny moments, like when Rico throws a steak at Napoleon. The movie follows a strange and awkward boy, Napoleon, his new friendships, and his family. Everyone lives kind of a depressing life in the middle of nowhere Idaho. If you haven’t seen this cult movie, you must have been locked up in a closet or something."
570,"Funny movie, Easy time downloading rental from",4,"Funny movie,Easy time downloading rental from Amazon"
571,One Star,1,Not at all what I thought it was going to be.  I fell asleep.
572,Four Stars,4,Very funny cult classic!
573,If you like subtle humor this is your movie,5,It took me like three hours to finish this review. Tina is starving and grandma's coccyx is on the mend.  Lloyd has made the steaks and uncle Rico just found a way back to 1982.  Excellent movie to watch half a dozen times. You'll find something new every time.
574,Love it.,5,It's a classic. Love it.
575,Five Stars,5,Classic indie movie!
576,Movie sucked. Was the worst movie one seen since Istar,1,Movie sucked. Was the worst movie one seen since Istar. My son wanted to watch it because one of his friends thought it was funny. It was so... bad... Did I mention it sucked!
577,Funny movie,5,I love this movie it's so stupid it's funny.
578,So funny!,5,Funniest movie out there!
579,Best Movie Ever!,5,Best Movie Ever!
580,Bomb... not the good kind,1,Watched by a 12 year old and a 21 year old.  Both thought it was in the worst 20 movies they had ever seen.  Save your money on this one.  Not funny or entertaining.
581,Brilliantly Written Comedy,5,The best comedy on TV. I have watched Napoleon Dynamite over and over. This movie helps to revive me when I am sad and down.Brilliant Cast and writing.Love IT !!!!!
582,Five Stars,5,Forever classic.
583,Horrible movie,1,It actually hurt my brain to watch this.
584,Five Stars,5,Still a classic funny movie.  Grandkids loved it!
585,Classic!! Good movie.,5,A classic!! You'll love it. A clean funny movie.
586,just the most awesome thing since nunchucks were made,5,"Duh, just the most awesome thing since nunchucks were made.  Jeez!"
587,Five Stars,5,Classic flick with so many quotable quotes.  That's what I'm talkin' about.
588,Five Stars,5,Great Flick
589,Five Stars,5,It a did.  Yeah
590,Four Stars,4,Very funny.
591,My daughters love it. I thought I would give it a ...,2,"My daughters love it.  I thought I would give it a try.  But I couldn't make it through the whole movie. I give it a second star for my daughter's sake, but I would give it 1."
592,Sweet Youth,4,This marks the 5th time I've watched this movie.  More little prizes are unwrapped each time I watch it.  Make sure you watch the final scene - AFTER the credits!
593,A classic,5,Awesome movie for all ages
594,Five Stars,5,This movie is very funny and original.
595,best movie,5,favorite movie ever
596,Five Stars,5,one of my Husbands favorite movies! Good clean funny
597,Five Stars,5,My all time favorite!
598,How do you think I got to wear these bad boys?,5,This movie is awkwardly funny and reminds us of all the characters in our lives. Lots of laughs.
599,Gotta Vote For Pedro,5,"The weirdest, oddest and stupidest movie ever made and somehow I CAN'T STOP WATCHING IT..."
600,Five Stars,5,Great Movie!
601,Pop Culteral Literacy,5,"Napolean Dynamite. 'Nuff said? If you haven't seen it yet, you need to."
602,Luckeeeeee!,4,"I love this silly, quirky movie.  Whenever I need to laugh at crazy stuff, this is the movie I choose."
603,Gosh this movie is epic,5,Funniest movie! We die laughing it every single time. Its clean and appropriate for children and their parents will be doubled over with laughter. Its an odd movie which makes it even funnier! Just get it and watch it with some friends. You wont be disappointed.
604,"not as funny as i remember, but kids love it",3,"not as funny as i remember, but kids love it"
605,Five Stars,5,This is a great movie...definitely cult classic status!!!
606,Great quality.,5,On our all time favorites list.  Great quality.
607,Five Stars,5,Such a study on human nature...so funny
608,Five Stars,5,Classic cult movie.
609,still just as funny!,4,"Saw it after not having seen it in several years, still just as funny!"
610,Five Stars,5,Loved it
611,Five Stars,5,I love this movie!
612,My kids love it too! :),5,I loved it when it came out. Still do.
613,Lots of funny one liners,5,Make all your wildest dreams come true! - This movie has a cult following kind of has a 'dry humor' to it. Lots of funny one liners.
614,Fast Delivery Great Movie!,5,Fast Delivery Great Movie!
615,Cult classic hit that I will always love.,4,"Hilarious in it's own unique way. Love it or hate it, it will forever be a cult classic. Gosh!"
616,Four Stars,4,This is a funny movie that can be shown in any setting.
617,Vote for Pedro,5,How can you not love this movie?!?! It's a cult classic!
618,Five Stars,5,you have to watch it more than once to really appreciate it.  Well worth watching.
619,One of the my favorite movies - ever!!,5,"I think this is a must have for anybody with teenage kids - or even without them.  This is a classic!So may memorable lines including, ""What the flip?!""  or ""I don't mean to make you jealous, but I've been chatting with chicks online all morning."""
620,Five Stars,5,Just plain awesome
621,Five Stars,5,Got this movie for my grandsons and they LOVE it.  It is very funny.
622,Four Stars,4,"Still really dumb. Still really funny. I don't think it'sreally a 4-star movie, but catch myself laughing throughout."
623,Painful to watch if your IQ is over 80,2,Painful to watch if your IQ is over 80.
624,watch it... again & again,5,YESSSSSSSSSS
625,It was fun again to see and make fun of,4,"Dumbest movie ever. HOWEVER, I knew that before I purchased it. It was fun again to see and make fun of. Laugh at all of the stupid stuff. I just wanted to have it in my library so I could see it every now and then and laugh."
626,Five Stars,5,Love this movie. Packaged exactly as I bought it years ago for full price.
627,Five Stars,5,Hilarious movie and lots of fun. Shipping was fast.
628,Five Stars,5,Off beat look at real America the one we love
629,Five Stars,5,Oddly fun movie to watch on a rainy day!
630,Good Clean Silly Fun,5,"Because it's good clean, silly fun!!  I've had the pleasure to view this movie with 2 generations of my family.  If I live long enough for the 3rd generation (after me of course) I'll show them too.  It's always fun to have ""proof"" that Mom/Grandma was a geek when Napoleon does Dairy Products judging as an FFA member.. I took 1st place in high school in yes, you guessed it, Dairy Products judging at National Finals.. LOLOL!"
631,Four Stars,4,Always a new gem to be discovered no matter how many time you watch.
632,... with phrases still being said to this day a great movie to own underdogs always have a,5,A cult classic with phrases still being said to this day a great movie to own underdogs always have a chance
633,Five Stars,5,i love it
634,"Awesome, funny movie",5,"Awesome,funny movie!"
635,Five Stars,5,LOVED THIS MOVIE
636,Five Stars,5,Highly underrated
637,Funny,5,Funny forgot about this movie was going through found it and let my kids watch it they were laughing through the whole movie.
638,Five Stars,5,Best addition to my movie collection in years!!!
639,Five Stars,5,"""It's... Incredible!"""
640,Five Stars,5,It's the best movie ever...DUH!
641,One Star,1,Ohhhhhhhh
642,You must watch this movie,5,"Love, love and love! My children ages 13, 10 and 8 enjoy family movie nights and my husband and I were looking for something that we all could enjoy. This movie was perfect! So much fun and beyond quotable comments. A fun family film!"
643,Five Stars,5,Love this movie
644,Funny,5,"For some reason, I think this movie is hilarious, many others disagree."
645,Five Stars,5,It's a classic. Still laugh when I watch it.
646,Guys with skills,5,Jon Heder's got skills.
647,Four Stars,4,A classic
648,Perfect!,5,Instant and timeless classic!
649,A must see.,5,Jon Heder's best movie ever.
650,Five Stars,5,Terrific!
651,"This movie never gets old, it only gets funnier!",5,"This movie never gets old, it only gets funnier!Always good to watch with friends and family. My nieces and nephews are getting a little bit older  (7-13) and now they love it too!"
652,Five Stars,5,Wonderful
